qi	z3,z4,z6,z7	rank	graph_sigma	n_classes	min_n_good	argmin_z2,z5,z8	n_fallback	n_unsaturated
6647	1,5,3,9	2	0	19683	255	11,21,5	0	0
6648	1,6,3,9	2	0	19683	252	5,3,25	0	0
6649	1,7,3,9	2	0	19683	266	4,21,12	0	0
6650	1,8,3,9	2	0	19683	256	21,20,12	0	0
6651	1,9,3,9	2	0	19683	253	1,7,25	0	0
6652	1,10,3,9	2	0	19683	256	2,4,12	0	0
6653	1,11,3,9	2	0	19683	259	5,19,26	0	0
6654	1,12,3,9	2	0	19683	255	17,4,23	0	0
6655	1,13,3,9	2	0	19683	253	7,12,12	0	0
6656	1,14,3,9	2	0	19683	252	8,15,6	0	0
6657	1,15,3,9	2	0	19683	253	10,3,5	0	0
6658	1,16,3,9	2	0	19683	255	25,23,5	0	0
6659	1,17,3,9	2	0	19683	259	10,20,14	0	0
6660	1,18,3,9	2	0	19683	253	5,20,0	0	0
6661	1,19,3,9	2	0	19683	255	24,1,17	0	0
6662	1,20,3,9	2	0	19683	258	11,22,20	0	0
6663	1,21,3,9	2	0	19683	258	14,23,2	0	0
6664	1,22,3,9	2	0	19683	255	4,15,23	0	0
6665	1,23,3,9	2	0	19683	255	25,22,9	0	0
6666	1,24,3,9	2	0	19683	259	16,10,9	0	0
6667	1,25,3,9	2	0	19683	256	9,23,15	0	0
6668	1,26,3,9	2	0	19683	253	16,24,25	0	0
6669	1,0,4,9	2	0	19683	253	24,24,24	0	0
6670	1,1,4,9	2	0	19683	256	7,26,14	0	0
6671	1,2,4,9	2	0	19683	253	21,1,17	0	0
6672	1,3,4,9	2	0	19683	256	5,25,15	0	0
6673	1,4,4,9	2	0	19683	255	9,8,10	0	0
6674	1,5,4,9	2	0	19683	258	14,26,13	0	0
6675	1,6,4,9	2	0	19683	266	3,24,16	0	0
6676	1,7,4,9	2	0	19683	253	23,25,23	0	0
6677	1,8,4,9	2	0	19683	253	9,17,3	0	0
6678	1,9,4,9	2	0	19683	254	2,15,1	0	0
6679	1,10,4,9	2	0	19683	258	25,3,12	0	0
6680	1,11,4,9	1	0	19683	256	7,16,3	0	0
6681	1,12,4,9	2	0	19683	252	23,22,4	0	0
6682	1,13,4,9	2	0	19683	253	18,4,0	0	0
6683	1,14,4,9	2	0	19683	256	3,24,3	0	0
6684	1,15,4,9	2	0	19683	255	23,21,18	0	0
6685	1,16,4,9	2	0	19683	247	15,8,26	0	0
6686	1,17,4,9	2	0	19683	253	14,4,13	0	0
6687	1,18,4,9	2	0	19683	255	15,18,10	0	0
6688	1,19,4,9	2	0	19683	256	19,9,23	0	0
6689	1,20,4,9	2	0	19683	255	10,20,15	0	0
6690	1,21,4,9	2	0	19683	252	11,16,10	0	0
6691	1,22,4,9	2	0	19683	253	19,9,20	0	0
6692	1,23,4,9	2	0	19683	254	11,20,9	0	0
6693	1,24,4,9	2	0	19683	253	16,20,3	0	0
6694	1,25,4,9	2	0	19683	259	18,20,9	0	0
6695	1,26,4,9	2	0	19683	255	16,26,18	0	0
6696	1,0,5,9	2	0	19683	258	3,12,0	0	0
6697	1,1,5,9	2	0	19683	258	4,13,9	0	0
6698	1,2,5,9	2	0	19683	253	21,20,24	0	0
6699	1,3,5,9	2	0	19683	255	11,1,17	0	0
6700	1,4,5,9	2	0	19683	258	14,15,18	0	0
6701	1,5,5,9	2	0	19683	256	22,2,14	0	0
6702	1,6,5,9	2	0	19683	256	24,3,7	0	0
6703	1,7,5,9	2	0	19683	253	13,24,21	0	0
6704	1,8,5,9	2	0	19683	269	1,23,18	0	0
6705	1,9,5,9	2	0	19683	255	12,23,18	0	0
6706	1,10,5,9	2	0	19683	255	7,3,10	0	0
6707	1,11,5,9	2	0	19683	253	8,6,24	0	0
6708	1,12,5,9	2	0	19683	258	12,10,13	0	0
6709	1,13,5,9	2	0	19683	259	8,18,24	0	0
6710	1,14,5,9	2	0	19683	255	17,4,0	0	0
6711	1,15,5,9	2	0	19683	258	7,18,2	0	0
6712	1,16,5,9	1	0	19683	256	9,15,23	0	0
6713	1,17,5,9	2	0	19683	253	23,16,25	0	0
6714	1,18,5,9	2	0	19683	253	14,18,13	0	0
6715	1,19,5,9	2	0	19683	252	4,14,11	0	0
6716	1,20,5,9	2	0	19683	254	1,1,10	0	0
6717	1,21,5,9	2	0	19683	259	25,14,16	0	0
6718	1,22,5,9	2	0	19683	256	25,19,14	0	0
6719	1,23,5,9	2	0	19683	256	20,7,8	0	0
6720	1,24,5,9	2	0	19683	256	1,23,6	0	0
6721	1,25,5,9	2	0	19683	252	10,15,12	0	0
6722	1,26,5,9	2	0	19683	258	21,9,16	0	0
6723	1,0,6,9	2	0	19683	259	26,4,9	0	0
6724	1,1,6,9	2	0	19683	259	17,18,9	0	0
6725	1,2,6,9	2	0	19683	259	10,6,18	0	0
6726	1,3,6,9	2	0	19683	252	7,3,14	0	0
6727	1,4,6,9	2	0	19683	256	15,20,24	0	0
6728	1,5,6,9	2	0	19683	266	4,9,5	0	0
6729	1,6,6,9	1	0	19683	256	1,18,8	0	0
6730	1,7,6,9	2	0	19683	255	19,21,7	0	0
6731	1,8,6,9	2	0	19683	256	7,25,20	0	0
6732	1,9,6,9	2	0	19683	253	7,20,0	0	0
6733	1,10,6,9	2	0	19683	258	19,22,10	0	0
6734	1,11,6,9	2	0	19683	255	12,1,22	0	0
6735	1,12,6,9	2	0	19683	259	23,10,18	0	0
6736	1,13,6,9	2	0	19683	253	23,24,14	0	0
6737	1,14,6,9	2	0	19683	256	18,23,21	0	0
6738	1,15,6,9	2	0	19683	258	25,23,1	0	0
6739	1,16,6,9	2	0	19683	255	14,22,18	0	0
6740	1,17,6,9	2	0	19683	255	8,15,16	0	0
6741	1,18,6,9	2	0	19683	253	2,7,14	0	0
6742	1,19,6,9	2	0	19683	259	7,19,13	0	0
6743	1,20,6,9	2	0	19683	256	1,4,24	0	0
6744	1,21,6,9	2	0	19683	253	20,3,7	0	0
6745	1,22,6,9	2	0	19683	259	20,20,25	0	0
6746	1,23,6,9	2	0	19683	255	14,23,7	0	0
6747	1,24,6,9	2	0	19683	255	22,4,16	0	0
6748	1,25,6,9	2	0	19683	252	4,15,3	0	0
6749	1,26,6,9	2	0	19683	253	5,12,24	0	0
6750	1,0,7,9	2	0	19683	258	6,12,0	0	0
6751	1,1,7,9	2	0	19683	253	15,20,12	0	0
6752	1,2,7,9	2	0	19683	258	8,13,18	0	0
6753	1,3,7,9	2	0	19683	256	12,3,5	0	0
6754	1,4,7,9	2	0	19683	269	1,18,17	0	0
6755	1,5,7,9	2	0	19683	253	26,24,15	0	0
6756	1,6,7,9	2	0	19683	255	19,1,22	0	0
6757	1,7,7,9	2	0	19683	256	17,2,25	0	0
6758	1,8,7,9	2	0	19683	258	25,15,9	0	0
6759	1,9,7,9	2	0	19683	253	25,18,26	0	0
6760	1,10,7,9	2	0	19683	254	2,1,20	0	0
6761	1,11,7,9	2	0	19683	252	8,14,19	0	0
6762	1,12,7,9	2	0	19683	256	2,23,3	0	0
6763	1,13,7,9	2	0	19683	258	15,9,23	0	0
6764	1,14,7,9	2	0	19683	252	20,15,24	0	0
6765	1,15,7,9	2	0	19683	259	14,14,23	0	0
6766	1,16,7,9	2	0	19683	256	10,7,4	0	0
6767	1,17,7,9	2	0	19683	256	14,19,25	0	0
6768	1,18,7,9	2	0	19683	255	24,23,9	0	0
6769	1,19,7,9	2	0	19683	253	4,6,12	0	0
6770	1,20,7,9	2	0	19683	255	5,3,20	0	0
6771	1,21,7,9	2	0	19683	258	5,18,1	0	0
6772	1,22,7,9	2	0	19683	253	16,16,14	0	0
6773	1,23,7,9	1	0	19683	256	18,15,16	0	0
6774	1,24,7,9	2	0	19683	258	24,10,26	0	0
6775	1,25,7,9	2	0	19683	255	22,4,0	0	0
6776	1,26,7,9	2	0	19683	259	4,18,12	0	0
6777	1,0,8,9	2	0	19683	253	12,24,12	0	0
6778	1,1,8,9	2	0	19683	253	15,1,22	0	0
6779	1,2,8,9	2	0	19683	256	5,26,25	0	0
6780	1,3,8,9	2	0	19683	266	3,12,21	0	0
6781	1,4,8,9	2	0	19683	253	18,17,6	0	0
6782	1,5,8,9	2	0	19683	253	16,25,16	0	0
6783	1,6,8,9	2	0	19683	256	7,25,21	0	0
6784	1,7,8,9	2	0	19683	258	25,26,26	0	0
6785	1,8,8,9	2	0	19683	255	18,8,20	0	0
6786	1,9,8,9	2	0	19683	255	21,18,20	0	0
6787	1,10,8,9	2	0	19683	255	20,20,21	0	0
6788	1,11,8,9	2	0	19683	256	11,9,16	0	0
6789	1,12,8,9	2	0	19683	253	23,20,6	0	0
6790	1,13,8,9	2	0	19683	255	23,26,9	0	0
6791	1,14,8,9	2	0	19683	259	9,20,18	0	0
6792	1,15,8,9	2	0	19683	252	19,16,20	0	0
6793	1,16,8,9	2	0	19683	254	14,21,18	0	0
6794	1,17,8,9	2	0	19683	253	11,9,10	0	0
6795	1,18,8,9	2	0	19683	254	1,15,2	0	0
6796	1,19,8,9	1	0	19683	256	5,16,6	0	0
6797	1,20,8,9	2	0	19683	258	14,3,24	0	0
6798	1,21,8,9	2	0	19683	255	16,21,9	0	0
6799	1,22,8,9	2	0	19683	253	25,4,26	0	0
6800	1,23,8,9	2	0	19683	247	14,14,15	0	0
6801	1,24,8,9	2	0	19683	252	16,22,8	0	0
6802	1,25,8,9	2	0	19683	256	6,24,6	0	0
6803	1,26,8,9	2	0	19683	253	9,4,0	0	0
6804	1,0,9,9	2	0	19683	253	6,18,8	0	0
6805	1,1,9,9	1	0	19683	256	7,6,25	0	0
6806	1,2,9,9	2	0	19683	256	10,15,10	0	0
6807	1,3,9,9	2	0	19683	254	17,7,21	0	0
6808	1,4,9,9	2	0	19683	255	17,11,13	0	0
6809	1,5,9,9	2	0	19683	256	14,17,24	0	0
6810	1,6,9,9	2	0	19683	255	4,21,2	0	0
6811	1,7,9,9	2	0	19683	253	8,13,6	0	0
6812	1,8,9,9	2	0	19683	258	9,3,4	0	0
6813	1,9,9,9	2	0	19683	253	7,16,0	0	0
6814	1,10,9,9	2	0	19683	252	20,25,2	0	0
6815	1,11,9,9	2	0	19683	258	18,17,11	0	0
6816	1,12,9,9	2	0	19683	253	10,15,1	0	0
6817	1,13,9,9	2	0	19683	256	25,4,13	0	0
6818	1,14,9,9	2	0	19683	256	1,18,9	0	0
6819	1,15,9,9	2	0	19683	255	5,23,2	0	0
6820	1,16,9,9	2	0	19683	252	23,1,25	0	0
6821	1,17,9,9	2	0	19683	254	9,24,22	0	0
6822	1,18,9,9	2	0	19683	255	16,17,17	0	0
6823	1,19,9,9	2	0	19683	253	23,4,10	0	0
6824	1,20,9,9	2	0	19683	255	23,24,17	0	0
6825	1,21,9,9	2	0	19683	253	5,2,9	0	0
6826	1,22,9,9	2	0	19683	247	4,23,19	0	0
6827	1,23,9,9	2	0	19683	253	16,11,9	0	0
6828	1,24,9,9	2	0	19683	253	18,16,11	0	0
6829	1,25,9,9	2	0	19683	259	7,11,22	0	0
6830	1,26,9,9	2	0	19683	266	1,18,20	0	0
6831	1,0,10,9	2	0	19683	247	11,11,13	0	0
6832	1,1,10,9	2	0	19683	256	23,19,19	0	0
6833	1,2,10,9	2	0	19683	252	17,21,15	0	0
6834	1,3,10,9	2	0	19683	252	22,25,20	0	0
6835	1,4,10,9	2	0	19683	259	16,19,25	0	0
6836	1,5,10,9	2	0	19683	256	23,7,21	0	0
6837	1,6,10,9	2	0	19683	255	10,23,23	0	0
6838	1,7,10,9	2	0	19683	252	19,24,13	0	0
6839	1,8,10,9	2	0	19683	256	12,7,6	0	0
6840	1,9,10,9	2	0	19683	252	20,16,16	0	0
6841	1,10,10,9	2	0	19683	256	1,19,17	0	0
6842	1,11,10,9	2	0	19683	256	23,10,26	0	0
6843	1,12,10,9	2	0	19683	258	26,18,11	0	0
6844	1,13,10,9	2	0	19683	252	11,4,1	0	0
6845	1,14,10,9	1	1	19683	256	5,19,25	0	0
6846	1,15,10,9	2	0	19683	259	16,7,12	0	0
6847	1,16,10,9	2	0	19683	258	21,21,15	0	0
6848	1,17,10,9	2	0	19683	247	4,3,9	0	0
6849	1,18,10,9	2	0	19683	255	19,8,2	0	0
6850	1,19,10,9	2	0	19683	252	10,18,11	0	0
6851	1,20,10,9	2	0	19683	259	16,10,4	0	0
6852	1,21,10,9	2	0	19683	256	3,10,18	0	0
6853	1,22,10,9	2	0	19683	258	8,24,13	0	0
6854	1,23,10,9	2	0	19683	247	5,25,23	0	0
6855	1,24,10,9	2	0	19683	247	9,16,2	0	0
6856	1,25,10,9	2	0	19683	266	4,3,13	0	0
6857	1,26,10,9	2	0	19683	255	17,14,10	0	0
6858	1,0,11,9	2	0	19683	255	14,24,22	0	0
6859	1,1,11,9	2	0	19683	259	12,26,0	0	0
6860	1,2,11,9	2	0	19683	259	18,12,5	0	0
6861	1,3,11,9	2	0	19683	253	10,21,4	0	0
6862	1,4,11,9	1	0	19683	256	4,20,23	0	0
6863	1,5,11,9	2	0	19683	255	8,17,22	0	0
6864	1,6,11,9	2	0	19683	254	10,19,12	0	0
6865	1,7,11,9	2	0	19683	255	23,0,17	0	0
6866	1,8,11,9	2	0	19683	252	18,10,16	0	0
6867	1,9,11,9	2	0	19683	258	18,25,4	0	0
6868	1,10,11,9	2	0	19683	256	23,8,18	0	0
6869	1,11,11,9	2	0	19683	255	10,14,4	0	0
6870	1,12,11,9	2	0	19683	255	19,15,16	0	0
6871	1,13,11,9	2	0	19683	256	26,14,4	0	0
6872	1,14,11,9	2	0	19683	247	1,25,17	0	0
6873	1,15,11,9	2	0	19683	253	4,7,15	0	0
6874	1,16,11,9	2	0	19683	255	18,12,3	0	0
6875	1,17,11,9	2	0	19683	255	3,21,7	0	0
6876	1,18,11,9	2	0	19683	247	6,16,21	0	0
6877	1,19,11,9	2	0	19683	255	26,2,11	0	0
6878	1,20,11,9	2	0	19683	253	17,5,22	0	0
6879	1,21,11,9	2	0	19683	253	15,8,6	0	0
6880	1,22,11,9	2	0	19683	255	11,19,24	0	0
6881	1,23,11,9	2	0	19683	255	20,1,15	0	0
6882	1,24,11,9	2	0	19683	269	10,10,6	0	0
6883	1,25,11,9	2	0	19683	258	11,17,6	0	0
6884	1,26,11,9	2	0	19683	256	15,4,10	0	0
6885	1,0,12,9	2	0	19683	258	1,9,0	0	0
6886	1,1,12,9	2	0	19683	253	26,6,8	0	0
6887	1,2,12,9	2	0	19683	252	13,8,15	0	0
6888	1,3,12,9	2	0	19683	255	3,14,17	0	0
6889	1,4,12,9	2	0	19683	254	5,25,21	0	0
6890	1,5,12,9	2	0	19683	258	13,22,22	0	0
6891	1,6,12,9	2	0	19683	253	18,21,11	0	0
6892	1,7,12,9	2	0	19683	253	8,11,8	0	0
6893	1,8,12,9	2	0	19683	255	14,3,2	0	0
6894	1,9,12,9	2	0	19683	259	26,21,8	0	0
6895	1,10,12,9	2	0	19683	259	9,8,20	0	0
6896	1,11,12,9	2	0	19683	256	11,26,24	0	0
6897	1,12,12,9	2	0	19683	256	9,7,24	0	0
6898	1,13,12,9	2	0	19683	255	20,13,6	0	0
6899	1,14,12,9	2	0	19683	255	19,16,0	0	0
6900	1,15,12,9	2	0	19683	258	18,12,17	0	0
6901	1,16,12,9	2	0	19683	258	3,19,11	0	0
6902	1,17,12,9	2	0	19683	256	22,10,14	0	0
6903	1,18,12,9	2	0	19683	258	8,15,20	0	0
6904	1,19,12,9	2	0	19683	253	15,18,26	0	0
6905	1,20,12,9	2	0	19683	258	14,21,23	0	0
6906	1,21,12,9	2	0	19683	269	3,13,24	0	0
6907	1,22,12,9	1	0	19683	256	3,7,0	0	0
6908	1,23,12,9	2	0	19683	256	12,14,18	0	0
6909	1,24,12,9	2	0	19683	253	23,25,12	0	0
6910	1,25,12,9	2	0	19683	252	17,12,4	0	0
6911	1,26,12,9	2	0	19683	256	6,3,7	0	0
6912	1,0,13,9	2	0	19683	255	18,18,3	0	0
6913	1,1,13,9	2	0	19683	255	17,8,25	0	0
6914	1,2,13,9	2	0	19683	255	21,26,15	0	0
6915	1,3,13,9	2	0	19683	258	7,4,25	0	0
6916	1,4,13,9	2	0	19683	253	19,20,3	0	0
6917	1,5,13,9	2	0	19683	259	3,17,0	0	0
6918	1,6,13,9	2	0	19683	247	2,25,26	0	0
6919	1,7,13,9	2	0	19683	259	7,9,5	0	0
6920	1,8,13,9	2	0	19683	256	23,23,17	0	0
6921	1,9,13,9	2	0	19683	256	21,8,25	0	0
6922	1,10,13,9	2	0	19683	253	4,23,18	0	0
6923	1,11,13,9	2	0	19683	255	26,2,3	0	0
6924	1,12,13,9	2	0	19683	255	20,7,8	0	0
6925	1,13,13,9	2	0	19683	253	17,24,25	0	0
6926	1,14,13,9	2	0	19683	247	1,21,16	0	0
6927	1,15,13,9	1	0	19683	256	4,12,16	0	0
6928	1,16,13,9	2	0	19683	255	10,12,20	0	0
6929	1,17,13,9	2	0	19683	255	22,13,13	0	0
6930	1,18,13,9	2	0	19683	256	4,16,2	0	0
6931	1,19,13,9	2	0	19683	255	23,0,6	0	0
6932	1,20,13,9	2	0	19683	253	13,10,13	0	0
6933	1,21,13,9	2	0	19683	252	7,19,20	0	0
6934	1,22,13,9	2	0	19683	255	7,9,9	0	0
6935	1,23,13,9	2	0	19683	269	3,8,19	0	0
6936	1,24,13,9	2	0	19683	255	1,24,7	0	0
6937	1,25,13,9	2	0	19683	258	20,2,18	0	0
6938	1,26,13,9	2	0	19683	254	7,19,8	0	0
6939	1,0,14,9	2	0	19683	255	5,21,18	0	0
6940	1,1,14,9	2	0	19683	255	16,0,9	0	0
6941	1,2,14,9	2	0	19683	255	15,26,18	0	0
6942	1,3,14,9	2	0	19683	256	26,25,16	0	0
6943	1,4,14,9	2	0	19683	253	26,14,22	0	0
6944	1,5,14,9	2	0	19683	255	4,17,26	0	0
6945	1,6,14,9	2	0	19683	256	4,23,24	0	0
6946	1,7,14,9	2	0	19683	255	11,23,24	0	0
6947	1,8,14,9	2	0	19683	253	21,19,19	0	0
6948	1,9,14,9	2	0	19683	254	11,10,14	0	0
6949	1,10,14,9	1	0	19683	256	19,8,1	0	0
6950	1,11,14,9	2	0	19683	259	25,15,7	0	0
6951	1,12,14,9	2	0	19683	255	19,22,19	0	0
6952	1,13,14,9	2	0	19683	247	1,8,6	0	0
6953	1,14,14,9	2	0	19683	258	17,26,22	0	0
6954	1,15,14,9	2	0	19683	256	16,14,3	0	0
6955	1,16,14,9	2	0	19683	255	24,18,5	0	0
6956	1,17,14,9	2	0	19683	255	22,9,2	0	0
6957	1,18,14,9	2	0	19683	253	11,18,24	0	0
6958	1,19,14,9	2	0	19683	259	2,2,0	0	0
6959	1,20,14,9	2	0	19683	252	25,7,2	0	0
6960	1,21,14,9	2	0	19683	253	20,11,18	0	0
6961	1,22,14,9	2	0	19683	269	1,7,19	0	0
6962	1,23,14,9	2	0	19683	255	17,10,25	0	0
6963	1,24,14,9	2	0	19683	255	25,15,17	0	0
6964	1,25,14,9	2	0	19683	247	6,16,9	0	0
6965	1,26,14,9	2	0	19683	258	25,16,24	0	0
6966	1,0,15,9	2	0	19683	259	15,16,17	0	0
6967	1,1,15,9	2	0	19683	259	25,7,19	0	0
6968	1,2,15,9	2	0	19683	255	6,13,6	0	0
6969	1,3,15,9	2	0	19683	253	12,10,12	0	0
6970	1,4,15,9	2	0	19683	258	20,1,1	0	0
6971	1,5,15,9	2	0	19683	259	22,6,22	0	0
6972	1,6,15,9	2	0	19683	253	25,11,0	0	0
6973	1,7,15,9	2	0	19683	259	11,21,17	0	0
6974	1,8,15,9	2	0	19683	256	24,16,4	0	0
6975	1,9,15,9	2	0	19683	253	14,9,4	0	0
6976	1,10,15,9	2	0	19683	258	18,14,23	0	0
6977	1,11,15,9	2	0	19683	255	20,24,5	0	0
6978	1,12,15,9	2	0	19683	255	13,12,10	0	0
6979	1,13,15,9	1	0	19683	256	19,24,24	0	0
6980	1,14,15,9	2	0	19683	252	26,12,18	0	0
6981	1,15,15,9	2	0	19683	256	25,4,2	0	0
6982	1,16,15,9	2	0	19683	255	19,16,10	0	0
6983	1,17,15,9	2	0	19683	255	9,1,22	0	0
6984	1,18,15,9	2	0	19683	253	16,18,12	0	0
6985	1,19,15,9	2	0	19683	266	11,26,0	0	0
6986	1,20,15,9	2	0	19683	253	17,3,5	0	0
6987	1,21,15,9	2	0	19683	256	8,11,4	0	0
6988	1,22,15,9	2	0	19683	255	9,14,5	0	0
6989	1,23,15,9	2	0	19683	259	16,19,22	0	0
6990	1,24,15,9	2	0	19683	259	17,11,24	0	0
6991	1,25,15,9	2	0	19683	256	5,14,13	0	0
6992	1,26,15,9	2	0	19683	252	25,3,12	0	0
6993	1,0,16,9	2	0	19683	253	2,21,14	0	0
6994	1,1,16,9	2	0	19683	258	7,2,15	0	0
6995	1,2,16,9	2	0	19683	253	23,16,2	0	0
6996	1,3,16,9	2	0	19683	253	14,25,0	0	0
6997	1,4,16,9	2	0	19683	255	23,18,6	0	0
6998	1,5,16,9	1	0	19683	256	7,8,16	0	0
6999	1,6,16,9	2	0	19683	255	16,2,6	0	0
7000	1,7,16,9	2	0	19683	256	17,12,2	0	0
7001	1,8,16,9	2	0	19683	252	22,4,23	0	0
7002	1,9,16,9	2	0	19683	256	9,16,11	0	0
7003	1,10,16,9	2	0	19683	253	25,26,22	0	0
7004	1,11,16,9	2	0	19683	256	18,2,8	0	0
7005	1,12,16,9	2	0	19683	247	5,23,19	0	0
7006	1,13,16,9	2	0	19683	254	6,9,20	0	0
7007	1,14,16,9	2	0	19683	256	12,21,22	0	0
7008	1,15,16,9	2	0	19683	255	19,5,11	0	0
7009	1,16,16,9	2	0	19683	253	17,12,16	0	0
7010	1,17,16,9	2	0	19683	253	16,5,22	0	0
7011	1,18,16,9	2	0	19683	266	11,18,18	0	0
7012	1,19,16,9	2	0	19683	253	26,22,18	0	0
7013	1,20,16,9	2	0	19683	255	25,14,23	0	0
7014	1,21,16,9	2	0	19683	258	5,3,25	0	0
7015	1,22,16,9	2	0	19683	252	23,13,12	0	0
7016	1,23,16,9	2	0	19683	253	7,25,15	0	0
7017	1,24,16,9	2	0	19683	254	4,2,1	0	0
7018	1,25,16,9	2	0	19683	259	14,5,3	0	0
7019	1,26,16,9	2	0	19683	255	13,24,23	0	0
7020	1,0,17,9	2	0	19683	258	24,15,0	0	0
7021	1,1,17,9	2	0	19683	253	8,21,11	0	0
7022	1,2,17,9	2	0	19683	256	10,17,4	0	0
7023	1,3,17,9	2	0	19683	258	13,12,2	0	0
7024	1,4,17,9	2	0	19683	259	7,23,2	0	0
7025	1,5,17,9	2	0	19683	252	21,23,26	0	0
7026	1,6,17,9	2	0	19683	259	15,24,25	0	0
7027	1,7,17,9	2	0	19683	253	15,6,25	0	0
7028	1,8,17,9	2	0	19683	258	9,24,20	0	0
7029	1,9,17,9	2	0	19683	256	1,3,5	0	0
7030	1,10,17,9	2	0	19683	258	5,9,3	0	0
7031	1,11,17,9	2	0	19683	253	13,5,25	0	0
7032	1,12,17,9	2	0	19683	256	19,19,12	0	0
7033	1,13,17,9	2	0	19683	253	5,24,21	0	0
7034	1,14,17,9	2	0	19683	252	11,9,14	0	0
7035	1,15,17,9	2	0	19683	255	9,3,16	0	0
7036	1,16,17,9	2	0	19683	253	16,4,8	0	0
7037	1,17,17,9	2	0	19683	258	2,7,21	0	0
7038	1,18,17,9	2	0	19683	255	17,22,9	0	0
7039	1,19,17,9	2	0	19683	258	21,1,6	0	0
7040	1,20,17,9	2	0	19683	269	1,0,12	0	0
7041	1,21,17,9	2	0	19683	254	6,22,16	0	0
7042	1,22,17,9	2	0	19683	256	6,8,22	0	0
7043	1,23,17,9	2	0	19683	256	7,10,4	0	0
7044	1,24,17,9	1	0	19683	256	2,10,0	0	0
7045	1,25,17,9	2	0	19683	255	20,25,0	0	0
7046	1,26,17,9	2	0	19683	255	2,8,3	0	0
7047	1,0,18,9	2	0	19683	253	3,18,4	0	0
7048	1,1,18,9	2	0	19683	256	20,15,20	0	0
7049	1,2,18,9	1	0	19683	256	5,6,14	0	0
7050	1,3,18,9	2	0	19683	255	8,21,1	0	0
7051	1,4,18,9	2	0	19683	258	18,3,8	0	0
7052	1,5,18,9	2	0	19683	253	4,13,3	0	0
7053	1,6,18,9	2	0	19683	254	12,12,23	0	0
7054	1,7,18,9	2	0	19683	256	25,17,12	0	0
7055	1,8,18,9	2	0	19683	255	22,11,26	0	0
7056	1,9,18,9	2	0	19683	255	23,17,22	0	0
7057	1,10,18,9	2	0	19683	255	16,24,22	0	0
7058	1,11,18,9	2	0	19683	253	16,4,20	0	0
7059	1,12,18,9	2	0	19683	253	9,16,19	0	0
7060	1,13,18,9	2	0	19683	266	1,9,26	0	0
7061	1,14,18,9	2	0	19683	259	5,11,17	0	0
7062	1,15,18,9	2	0	19683	253	7,2,18	0	0
7063	1,16,18,9	2	0	19683	253	23,11,18	0	0
7064	1,17,18,9	2	0	19683	247	8,23,11	0	0
7065	1,18,18,9	2	0	19683	253	5,16,0	0	0
7066	1,19,18,9	2	0	19683	258	9,17,19	0	0
7067	1,20,18,9	2	0	19683	252	10,25,1	0	0
7068	1,21,18,9	2	0	19683	255	7,23,1	0	0
7069	1,22,18,9	2	0	19683	254	10,11,17	0	0
7070	1,23,18,9	2	0	19683	252	16,1,14	0	0
7071	1,24,18,9	2	0	19683	253	20,15,2	0	0
7072	1,25,18,9	2	0	19683	256	2,18,18	0	0
7073	1,26,18,9	2	0	19683	256	14,4,26	0	0
7074	1,0,19,9	2	0	19683	255	25,24,17	0	0
7075	1,1,19,9	2	0	19683	259	9,12,7	0	0
7076	1,2,19,9	2	0	19683	259	24,26,0	0	0
7077	1,3,19,9	2	0	19683	254	9,10,12	0	0
7078	1,4,19,9	2	0	19683	252	9,10,23	0	0
7079	1,5,19,9	2	0	19683	255	16,0,22	0	0
7080	1,6,19,9	2	0	19683	253	20,21,8	0	0
7081	1,7,19,9	2	0	19683	255	4,17,17	0	0
7082	1,8,19,9	1	0	19683	256	8,20,16	0	0
7083	1,9,19,9	2	0	19683	247	3,16,15	0	0
7084	1,10,19,9	2	0	19683	253	22,5,17	0	0
7085	1,11,19,9	2	0	19683	255	13,2,19	0	0
7086	1,12,19,9	2	0	19683	269	10,8,6	0	0
7087	1,13,19,9	2	0	19683	256	21,4,20	0	0
7088	1,14,19,9	2	0	19683	258	19,17,3	0	0
7089	1,15,19,9	2	0	19683	253	21,8,3	0	0
7090	1,16,19,9	2	0	19683	255	10,1,21	0	0
7091	1,17,19,9	2	0	19683	255	19,19,12	0	0
7092	1,18,19,9	2	0	19683	258	9,25,8	0	0
7093	1,19,19,9	2	0	19683	255	20,14,8	0	0
7094	1,20,19,9	2	0	19683	256	16,8,9	0	0
7095	1,21,19,9	2	0	19683	253	8,7,21	0	0
7096	1,22,19,9	2	0	19683	255	6,21,5	0	0
7097	1,23,19,9	2	0	19683	255	9,12,6	0	0
7098	1,24,19,9	2	0	19683	255	11,15,23	0	0
7099	1,25,19,9	2	0	19683	247	2,25,22	0	0
7100	1,26,19,9	2	0	19683	256	13,14,8	0	0
7101	1,0,20,9	2	0	19683	247	10,5,19	0	0
7102	1,1,20,9	2	0	19683	252	22,21,21	0	0
7103	1,2,20,9	2	0	19683	256	16,19,11	0	0
7104	1,3,20,9	2	0	19683	255	20,23,16	0	0
7105	1,4,20,9	2	0	19683	256	24,7,3	0	0
7106	1,5,20,9	2	0	19683	252	11,24,26	0	0
7107	1,6,20,9	2	0	19683	252	17,25,10	0	0
7108	1,7,20,9	2	0	19683	256	16,7,15	0	0
7109	1,8,20,9	2	0	19683	259	23,19,14	0	0
7110	1,9,20,9	2	0	19683	255	11,8,1	0	0
