stratum	metric	value	count
rank1-offgraph	n_good	281	19929
rank1-offgraph	n_good	282	26013
rank1-offgraph	n_good	283	15639
rank1-offgraph	n_good	284	26988
rank1-offgraph	n_good	285	40053
rank1-offgraph	n_good	286	47502
rank1-offgraph	n_good	287	16536
rank1-offgraph	n_good	288	48126
rank1-offgraph	n_good	289	41496
rank1-offgraph	n_good	290	40053
rank1-offgraph	n_good	291	39520
rank1-offgraph	n_good	292	57564
rank1-offgraph	n_good	293	53664
rank1-offgraph	n_good	294	43563
rank1-offgraph	n_good	295	59436
rank1-offgraph	n_good	296	90012
rank1-offgraph	n_good	297	63154
rank1-offgraph	n_good	298	57642
rank1-offgraph	n_good	299	51090
rank1-offgraph	n_good	300	93808
rank1-offgraph	n_good	301	65442
rank1-offgraph	n_good	302	77532
rank1-offgraph	n_good	303	88179
rank1-offgraph	n_good	304	79248
rank1-offgraph	n_good	305	76635
rank1-offgraph	n_good	306	98436
rank1-offgraph	n_good	307	113295
rank1-offgraph	n_good	308	125463
rank1-offgraph	n_good	309	106600
rank1-offgraph	n_good	310	105690
rank1-offgraph	n_good	311	137397
rank1-offgraph	n_good	312	119913
rank1-offgraph	n_good	313	100815
rank1-offgraph	n_good	314	126126
rank1-offgraph	n_good	315	144742
rank1-offgraph	n_good	316	164424
rank1-offgraph	n_good	317	175929
rank1-offgraph	n_good	318	175578
rank1-offgraph	n_good	319	213096
rank1-offgraph	n_good	320	166296
rank1-offgraph	n_good	321	181753
rank1-offgraph	n_good	322	185601
rank1-offgraph	n_good	323	189891
rank1-offgraph	n_good	324	225966
rank1-offgraph	n_good	325	211068
rank1-offgraph	n_good	326	243594
rank1-offgraph	n_good	327	224211
rank1-offgraph	n_good	328	230295
rank1-offgraph	n_good	329	221052
rank1-offgraph	n_good	330	266344
rank1-offgraph	n_good	331	240435
rank1-offgraph	n_good	332	202956
rank1-offgraph	n_good	333	202501
rank1-offgraph	n_good	334	202878
rank1-offgraph	n_good	335	210912
rank1-offgraph	n_good	336	223756
rank1-offgraph	n_good	337	224211
rank1-offgraph	n_good	338	237354
rank1-offgraph	n_good	339	241410
rank1-offgraph	n_good	340	223080
rank1-offgraph	n_good	341	209040
rank1-offgraph	n_good	342	215644
rank1-offgraph	n_good	343	263640
rank1-offgraph	n_good	344	223314
rank1-offgraph	n_good	345	254553
rank1-offgraph	n_good	346	221052
rank1-offgraph	n_good	347	216099
rank1-offgraph	n_good	348	216996
rank1-offgraph	n_good	349	190788
rank1-offgraph	n_good	350	196794
rank1-offgraph	n_good	351	185055
rank1-offgraph	n_good	352	193362
rank1-offgraph	n_good	353	163371
rank1-offgraph	n_good	354	214370
rank1-offgraph	n_good	355	189462
rank1-offgraph	n_good	356	203034
rank1-offgraph	n_good	357	189618
rank1-offgraph	n_good	358	158340
rank1-offgraph	n_good	359	202878
rank1-offgraph	n_good	360	198978
rank1-offgraph	n_good	361	170664
rank1-offgraph	n_good	362	136110
rank1-offgraph	n_good	363	140764
rank1-offgraph	n_good	364	150306
rank1-offgraph	n_good	365	146250
rank1-offgraph	n_good	366	113724
rank1-offgraph	n_good	367	118755
rank1-offgraph	n_good	368	109980
rank1-offgraph	n_good	369	98475
rank1-offgraph	n_good	370	109746
rank1-offgraph	n_good	371	93912
rank1-offgraph	n_good	372	84175
rank1-offgraph	n_good	373	93366
rank1-offgraph	n_good	374	81354
rank1-offgraph	n_good	375	92092
rank1-offgraph	n_good	376	79170
rank1-offgraph	n_good	377	71058
rank1-offgraph	n_good	378	54990
rank1-offgraph	n_good	379	77376
rank1-offgraph	n_good	380	42744
rank1-offgraph	n_good	381	50778
rank1-offgraph	n_good	382	39000
rank1-offgraph	n_good	383	64077
rank1-offgraph	n_good	384	41470
rank1-offgraph	n_good	385	36582
rank1-offgraph	n_good	386	36660
rank1-offgraph	n_good	387	28392
rank1-offgraph	n_good	388	36660
rank1-offgraph	n_good	389	38610
rank1-offgraph	n_good	390	22308
rank1-offgraph	n_good	391	28392
rank1-offgraph	n_good	392	20436
rank1-offgraph	n_good	393	20280
rank1-offgraph	n_good	394	24648
rank1-offgraph	n_good	395	20514
rank1-offgraph	n_good	396	32825
rank1-offgraph	n_good	397	16380
rank1-offgraph	n_good	398	12246
rank1-offgraph	n_good	399	13598
rank1-offgraph	n_good	400	10920
rank1-offgraph	n_good	401	8112
rank1-offgraph	n_good	402	4810
rank1-offgraph	n_good	403	4056
rank1-offgraph	n_good	404	6162
rank1-offgraph	n_good	405	2028
rank1-offgraph	n_good	406	4056
rank1-offgraph	n_good	407	12168
rank1-offgraph	n_good	408	10140
rank1-offgraph	n_good	409	6084
rank1-offgraph	n_good	411	2028
rank1-offgraph	n_good	412	4134
rank1-offgraph	n_good	413	4056
rank1-offgraph	n_good	414	2028
rank1-offgraph	n_good	417	5174
rank1-offgraph	n_good	419	4056
rank1-offgraph	n_good	420	2028
rank1-offgraph	n_good	428	2106
rank1-offgraph	n_good	429	2028
rank1-offgraph	n_good	432	676
rank1-offgraph	n_good	433	2028
rank1-offgraph	n_good	450	676
rank1-offgraph	n_good	1104	2808
rank1-offgraph	n_good	1200	1053
rank1-offgraph	n_good	1300	9153
rank1-offgraph	n_good	1404	6669
rank1-offgraph	n_nonsingular	1012	702
rank1-offgraph	n_nonsingular	1104	2808
rank1-offgraph	n_nonsingular	1200	6318
rank1-offgraph	n_nonsingular	1243	1053
rank1-offgraph	n_nonsingular	1255	6318
rank1-offgraph	n_nonsingular	1256	6318
rank1-offgraph	n_nonsingular	1257	6318
rank1-offgraph	n_nonsingular	1258	351
rank1-offgraph	n_nonsingular	1260	1053
rank1-offgraph	n_nonsingular	1262	6318
rank1-offgraph	n_nonsingular	1263	11583
rank1-offgraph	n_nonsingular	1264	4212
rank1-offgraph	n_nonsingular	1265	4212
rank1-offgraph	n_nonsingular	1266	702
rank1-offgraph	n_nonsingular	1267	2106
rank1-offgraph	n_nonsingular	1268	1053
rank1-offgraph	n_nonsingular	1269	2106
rank1-offgraph	n_nonsingular	1270	6318
rank1-offgraph	n_nonsingular	1271	4212
rank1-offgraph	n_nonsingular	1272	7722
rank1-offgraph	n_nonsingular	1273	1053
rank1-offgraph	n_nonsingular	1274	2106
rank1-offgraph	n_nonsingular	1275	2106
rank1-offgraph	n_nonsingular	1276	4212
rank1-offgraph	n_nonsingular	1277	14742
rank1-offgraph	n_nonsingular	1278	40014
rank1-offgraph	n_nonsingular	1279	22113
rank1-offgraph	n_nonsingular	1280	20007
rank1-offgraph	n_nonsingular	1281	4212
rank1-offgraph	n_nonsingular	1282	2808
rank1-offgraph	n_nonsingular	1284	7371
rank1-offgraph	n_nonsingular	1285	21060
rank1-offgraph	n_nonsingular	1286	35802
rank1-offgraph	n_nonsingular	1287	21060
rank1-offgraph	n_nonsingular	1288	9477
rank1-offgraph	n_nonsingular	1289	2106
rank1-offgraph	n_nonsingular	1290	2457
rank1-offgraph	n_nonsingular	1292	13689
rank1-offgraph	n_nonsingular	1293	32292
rank1-offgraph	n_nonsingular	1294	27378
rank1-offgraph	n_nonsingular	1295	29484
rank1-offgraph	n_nonsingular	1296	14040
rank1-offgraph	n_nonsingular	1297	2106
rank1-offgraph	n_nonsingular	1298	4212
rank1-offgraph	n_nonsingular	1300	43578
rank1-offgraph	n_nonsingular	1301	52650
rank1-offgraph	n_nonsingular	1302	58591
rank1-offgraph	n_nonsingular	1303	42120
rank1-offgraph	n_nonsingular	1304	12636
rank1-offgraph	n_nonsingular	1305	2106
rank1-offgraph	n_nonsingular	1306	702
rank1-offgraph	n_nonsingular	1308	14742
rank1-offgraph	n_nonsingular	1309	47034
rank1-offgraph	n_nonsingular	1310	48360
rank1-offgraph	n_nonsingular	1311	15444
rank1-offgraph	n_nonsingular	1312	15795
rank1-offgraph	n_nonsingular	1313	1053
rank1-offgraph	n_nonsingular	1314	702
rank1-offgraph	n_nonsingular	1316	30160
rank1-offgraph	n_nonsingular	1317	35802
rank1-offgraph	n_nonsingular	1318	23166
rank1-offgraph	n_nonsingular	1319	4212
rank1-offgraph	n_nonsingular	1320	6240
rank1-offgraph	n_nonsingular	1322	2106
rank1-offgraph	n_nonsingular	1324	37206
rank1-offgraph	n_nonsingular	1325	38961
rank1-offgraph	n_nonsingular	1326	9503
rank1-offgraph	n_nonsingular	1327	4212
rank1-offgraph	n_nonsingular	1328	4056
rank1-offgraph	n_nonsingular	1329	4056
rank1-offgraph	n_nonsingular	1330	2028
rank1-offgraph	n_nonsingular	1331	12168
rank1-offgraph	n_nonsingular	1332	21060
rank1-offgraph	n_nonsingular	1333	26910
rank1-offgraph	n_nonsingular	1334	25129
rank1-offgraph	n_nonsingular	1335	27040
rank1-offgraph	n_nonsingular	1336	38610
rank1-offgraph	n_nonsingular	1337	47697
rank1-offgraph	n_nonsingular	1338	77415
rank1-offgraph	n_nonsingular	1339	95316
rank1-offgraph	n_nonsingular	1340	114270
rank1-offgraph	n_nonsingular	1341	149032
rank1-offgraph	n_nonsingular	1342	200850
rank1-offgraph	n_nonsingular	1343	192660
rank1-offgraph	n_nonsingular	1344	236002
rank1-offgraph	n_nonsingular	1345	348816
rank1-offgraph	n_nonsingular	1346	394108
rank1-offgraph	n_nonsingular	1347	489424
rank1-offgraph	n_nonsingular	1348	560664
rank1-offgraph	n_nonsingular	1349	578058
rank1-offgraph	n_nonsingular	1350	579072
rank1-offgraph	n_nonsingular	1351	732108
rank1-offgraph	n_nonsingular	1352	672620
rank1-offgraph	n_nonsingular	1353	776048
rank1-offgraph	n_nonsingular	1354	768612
rank1-offgraph	n_nonsingular	1355	823368
rank1-offgraph	n_nonsingular	1356	786188
rank1-offgraph	n_nonsingular	1357	783939
rank1-offgraph	n_nonsingular	1358	783861
rank1-offgraph	n_nonsingular	1359	661128
rank1-offgraph	n_nonsingular	1360	531336
rank1-offgraph	n_nonsingular	1361	502268
rank1-offgraph	n_nonsingular	1362	425880
rank1-offgraph	n_nonsingular	1363	365040
rank1-offgraph	n_nonsingular	1364	310960
rank1-offgraph	n_nonsingular	1365	183196
rank1-offgraph	n_nonsingular	1366	168324
rank1-offgraph	n_nonsingular	1367	137904
rank1-offgraph	n_nonsingular	1368	91936
rank1-offgraph	n_nonsingular	1369	68952
rank1-offgraph	n_nonsingular	1370	43264
rank1-offgraph	n_nonsingular	1371	32448
rank1-offgraph	n_nonsingular	1372	12168
rank1-offgraph	n_nonsingular	1373	6084
rank1-offgraph	n_nonsingular	1374	6760
rank1-offgraph	n_nonsingular	1376	2028
rank1-offgraph	n_nonsingular	1377	676
rank1-offgraph	n_nonsingular	1404	14040
rank1-offgraph	n_split_distinct	444	702
rank1-offgraph	n_split_distinct	495	351
rank1-offgraph	n_split_distinct	505	2106
rank1-offgraph	n_split_distinct	517	2106
rank1-offgraph	n_split_distinct	521	2106
rank1-offgraph	n_split_distinct	522	2106
rank1-offgraph	n_split_distinct	525	2106
rank1-offgraph	n_split_distinct	528	351
rank1-offgraph	n_split_distinct	529	4134
rank1-offgraph	n_split_distinct	531	1053
rank1-offgraph	n_split_distinct	532	2106
rank1-offgraph	n_split_distinct	533	2106
rank1-offgraph	n_split_distinct	534	3159
rank1-offgraph	n_split_distinct	536	4212
rank1-offgraph	n_split_distinct	537	351
rank1-offgraph	n_split_distinct	540	4914
rank1-offgraph	n_split_distinct	541	8346
rank1-offgraph	n_split_distinct	542	6240
rank1-offgraph	n_split_distinct	543	6318
rank1-offgraph	n_split_distinct	544	1729
rank1-offgraph	n_split_distinct	545	6240
rank1-offgraph	n_split_distinct	546	5642
rank1-offgraph	n_split_distinct	547	4212
rank1-offgraph	n_split_distinct	548	4212
rank1-offgraph	n_split_distinct	549	4836
rank1-offgraph	n_split_distinct	550	8346
rank1-offgraph	n_split_distinct	551	2106
rank1-offgraph	n_split_distinct	552	13884
rank1-offgraph	n_split_distinct	553	6318
rank1-offgraph	n_split_distinct	554	19929
rank1-offgraph	n_split_distinct	555	13689
rank1-offgraph	n_split_distinct	556	10452
rank1-offgraph	n_split_distinct	557	18876
rank1-offgraph	n_split_distinct	558	8346
rank1-offgraph	n_split_distinct	559	12480
rank1-offgraph	n_split_distinct	560	8346
rank1-offgraph	n_split_distinct	561	13533
rank1-offgraph	n_split_distinct	562	15717
rank1-offgraph	n_split_distinct	563	8346
rank1-offgraph	n_split_distinct	564	6942
rank1-offgraph	n_split_distinct	565	20826
rank1-offgraph	n_split_distinct	566	9321
rank1-offgraph	n_split_distinct	567	20046
rank1-offgraph	n_split_distinct	568	18798
rank1-offgraph	n_split_distinct	569	25857
rank1-offgraph	n_split_distinct	570	21853
rank1-offgraph	n_split_distinct	571	30147
rank1-offgraph	n_split_distinct	572	38103
rank1-offgraph	n_split_distinct	573	34528
rank1-offgraph	n_split_distinct	574	19617
rank1-offgraph	n_split_distinct	575	20670
rank1-offgraph	n_split_distinct	576	36582
rank1-offgraph	n_split_distinct	577	45162
rank1-offgraph	n_split_distinct	578	26910
rank1-offgraph	n_split_distinct	579	45864
rank1-offgraph	n_split_distinct	580	45240
rank1-offgraph	n_split_distinct	581	24726
rank1-offgraph	n_split_distinct	582	45513
rank1-offgraph	n_split_distinct	583	39819
rank1-offgraph	n_split_distinct	584	41925
rank1-offgraph	n_split_distinct	585	49595
rank1-offgraph	n_split_distinct	586	59202
rank1-offgraph	n_split_distinct	587	47346
rank1-offgraph	n_split_distinct	588	62556
rank1-offgraph	n_split_distinct	589	78052
rank1-offgraph	n_split_distinct	590	81744
rank1-offgraph	n_split_distinct	591	84591
rank1-offgraph	n_split_distinct	592	118989
rank1-offgraph	n_split_distinct	593	63492
rank1-offgraph	n_split_distinct	594	84292
rank1-offgraph	n_split_distinct	595	93912
rank1-offgraph	n_split_distinct	596	103896
rank1-offgraph	n_split_distinct	597	131911
rank1-offgraph	n_split_distinct	598	128908
rank1-offgraph	n_split_distinct	599	134316
rank1-offgraph	n_split_distinct	600	127920
rank1-offgraph	n_split_distinct	601	138294
rank1-offgraph	n_split_distinct	602	162045
rank1-offgraph	n_split_distinct	603	140920
rank1-offgraph	n_split_distinct	604	145119
rank1-offgraph	n_split_distinct	605	176982
rank1-offgraph	n_split_distinct	606	170937
rank1-offgraph	n_split_distinct	607	127764
rank1-offgraph	n_split_distinct	608	178464
rank1-offgraph	n_split_distinct	609	198744
rank1-offgraph	n_split_distinct	610	183274
rank1-offgraph	n_split_distinct	611	173589
rank1-offgraph	n_split_distinct	612	215553
rank1-offgraph	n_split_distinct	613	199888
rank1-offgraph	n_split_distinct	614	199875
rank1-offgraph	n_split_distinct	615	189033
rank1-offgraph	n_split_distinct	616	212277
rank1-offgraph	n_split_distinct	617	260871
rank1-offgraph	n_split_distinct	618	221728
rank1-offgraph	n_split_distinct	619	226044
rank1-offgraph	n_split_distinct	620	200772
rank1-offgraph	n_split_distinct	621	242775
rank1-offgraph	n_split_distinct	622	220012
rank1-offgraph	n_split_distinct	623	237666
rank1-offgraph	n_split_distinct	624	243699
rank1-offgraph	n_split_distinct	625	244504
rank1-offgraph	n_split_distinct	626	275145
rank1-offgraph	n_split_distinct	627	296478
rank1-offgraph	n_split_distinct	628	211549
rank1-offgraph	n_split_distinct	629	223236
rank1-offgraph	n_split_distinct	630	271908
rank1-offgraph	n_split_distinct	631	302562
rank1-offgraph	n_split_distinct	632	223158
rank1-offgraph	n_split_distinct	633	237289
rank1-offgraph	n_split_distinct	634	207766
rank1-offgraph	n_split_distinct	635	239616
rank1-offgraph	n_split_distinct	636	241969
rank1-offgraph	n_split_distinct	637	241566
rank1-offgraph	n_split_distinct	638	226239
rank1-offgraph	n_split_distinct	639	229164
rank1-offgraph	n_split_distinct	640	221286
rank1-offgraph	n_split_distinct	641	174642
rank1-offgraph	n_split_distinct	642	209378
rank1-offgraph	n_split_distinct	643	230152
rank1-offgraph	n_split_distinct	644	172536
rank1-offgraph	n_split_distinct	645	144742
rank1-offgraph	n_split_distinct	646	195442
rank1-offgraph	n_split_distinct	647	133848
rank1-offgraph	n_split_distinct	648	167050
rank1-offgraph	n_split_distinct	649	129870
rank1-offgraph	n_split_distinct	650	150150
rank1-offgraph	n_split_distinct	651	161148
rank1-offgraph	n_split_distinct	652	129298
rank1-offgraph	n_split_distinct	653	127842
rank1-offgraph	n_split_distinct	654	119730
rank1-offgraph	n_split_distinct	655	119730
rank1-offgraph	n_split_distinct	656	105534
rank1-offgraph	n_split_distinct	657	122356
rank1-offgraph	n_split_distinct	658	93522
rank1-offgraph	n_split_distinct	659	89310
rank1-offgraph	n_split_distinct	660	106288
rank1-offgraph	n_split_distinct	661	68952
rank1-offgraph	n_split_distinct	662	83148
rank1-offgraph	n_split_distinct	663	73008
rank1-offgraph	n_split_distinct	664	73164
rank1-offgraph	n_split_distinct	665	64974
rank1-offgraph	n_split_distinct	666	63206
rank1-offgraph	n_split_distinct	667	61672
rank1-offgraph	n_split_distinct	668	42666
rank1-offgraph	n_split_distinct	669	49426
rank1-offgraph	n_split_distinct	670	65572
rank1-offgraph	n_split_distinct	671	44616
rank1-offgraph	n_split_distinct	672	33124
rank1-offgraph	n_split_distinct	673	37180
rank1-offgraph	n_split_distinct	674	34554
rank1-offgraph	n_split_distinct	675	22984
rank1-offgraph	n_split_distinct	676	28392
rank1-offgraph	n_split_distinct	677	22308
rank1-offgraph	n_split_distinct	678	28392
rank1-offgraph	n_split_distinct	679	8112
rank1-offgraph	n_split_distinct	680	28470
rank1-offgraph	n_split_distinct	681	12168
rank1-offgraph	n_split_distinct	682	26442
rank1-offgraph	n_split_distinct	683	16224
rank1-offgraph	n_split_distinct	684	12168
rank1-offgraph	n_split_distinct	685	14196
rank1-offgraph	n_split_distinct	686	18252
rank1-offgraph	n_split_distinct	687	2704
rank1-offgraph	n_split_distinct	688	6084
rank1-offgraph	n_split_distinct	689	6084
rank1-offgraph	n_split_distinct	690	6084
rank1-offgraph	n_split_distinct	691	4056
rank1-offgraph	n_split_distinct	692	10140
rank1-offgraph	n_split_distinct	693	4056
rank1-offgraph	n_split_distinct	694	4056
rank1-offgraph	n_split_distinct	695	8112
rank1-offgraph	n_split_distinct	696	2028
rank1-offgraph	n_split_distinct	697	4056
rank1-offgraph	n_split_distinct	698	2028
rank1-offgraph	n_split_distinct	699	2028
rank1-offgraph	n_split_distinct	704	2028
rank1-offgraph	n_split_distinct	705	4056
rank1-offgraph	n_split_distinct	708	2028
rank1-offgraph	n_split_distinct	709	2028
rank1-offgraph	n_split_distinct	719	2028
rank1-offgraph	n_split_distinct	1104	2808
rank1-offgraph	n_split_distinct	1200	1053
rank1-offgraph	n_split_distinct	1300	9153
rank1-offgraph	n_split_distinct	1404	6669
rank1-offgraph	n_zero_disc	0	19710
rank1-offgraph	n_zero_disc	6	351
rank1-offgraph	n_zero_disc	12	702
rank1-offgraph	n_zero_disc	15	2106
rank1-offgraph	n_zero_disc	21	702
rank1-offgraph	n_zero_disc	23	4134
rank1-offgraph	n_zero_disc	24	2379
rank1-offgraph	n_zero_disc	25	4134
rank1-offgraph	n_zero_disc	27	6162
rank1-offgraph	n_zero_disc	28	6084
rank1-offgraph	n_zero_disc	29	20358
rank1-offgraph	n_zero_disc	30	27573
rank1-offgraph	n_zero_disc	31	50258
rank1-offgraph	n_zero_disc	32	66183
rank1-offgraph	n_zero_disc	33	53040
rank1-offgraph	n_zero_disc	34	115362
rank1-offgraph	n_zero_disc	35	156702
rank1-offgraph	n_zero_disc	36	180726
rank1-offgraph	n_zero_disc	37	179608
rank1-offgraph	n_zero_disc	38	277134
rank1-offgraph	n_zero_disc	39	318786
rank1-offgraph	n_zero_disc	40	429000
rank1-offgraph	n_zero_disc	41	435630
rank1-offgraph	n_zero_disc	42	484289
rank1-offgraph	n_zero_disc	43	494819
rank1-offgraph	n_zero_disc	44	553852
rank1-offgraph	n_zero_disc	45	650338
rank1-offgraph	n_zero_disc	46	674258
rank1-offgraph	n_zero_disc	47	762294
rank1-offgraph	n_zero_disc	48	634010
rank1-offgraph	n_zero_disc	49	772434
rank1-offgraph	n_zero_disc	50	701545
rank1-offgraph	n_zero_disc	51	632138
rank1-offgraph	n_zero_disc	52	629135
rank1-offgraph	n_zero_disc	53	648570
rank1-offgraph	n_zero_disc	54	616109
rank1-offgraph	n_zero_disc	55	575796
rank1-offgraph	n_zero_disc	56	531856
rank1-offgraph	n_zero_disc	57	444535
rank1-offgraph	n_zero_disc	58	424411
rank1-offgraph	n_zero_disc	59	315718
rank1-offgraph	n_zero_disc	60	339352
rank1-offgraph	n_zero_disc	61	305188
rank1-offgraph	n_zero_disc	62	254228
rank1-offgraph	n_zero_disc	63	176670
rank1-offgraph	n_zero_disc	64	146094
rank1-offgraph	n_zero_disc	65	168480
rank1-offgraph	n_zero_disc	66	119002
rank1-offgraph	n_zero_disc	67	87958
rank1-offgraph	n_zero_disc	68	98696
rank1-offgraph	n_zero_disc	69	69628
rank1-offgraph	n_zero_disc	70	47697
rank1-offgraph	n_zero_disc	71	34476
rank1-offgraph	n_zero_disc	72	38532
rank1-offgraph	n_zero_disc	73	14898
rank1-offgraph	n_zero_disc	74	22308
rank1-offgraph	n_zero_disc	75	12168
rank1-offgraph	n_zero_disc	76	6084
rank1-offgraph	n_zero_disc	77	10140
rank1-offgraph	n_zero_disc	78	2379
rank1-offgraph	n_zero_disc	79	2028
rank1-offgraph	n_zero_disc	80	4056
rank1-offgraph	n_zero_disc	81	4056
rank1-offgraph	n_zero_disc	82	4056
rank1-offgraph	n_zero_disc	83	4056
rank1-offgraph	n_zero_disc	84	2028
rank1-offgraph	n_zero_disc	90	351
rank1-offgraph	n_zero_disc	92	2106
rank1-offgraph	n_zero_disc	101	676
rank1-offgraph	n_zero_disc	156	26
rank1-offgraph	n_good_lambda1	0	26
rank1-offgraph	n_good_lambda1	42	351
rank1-offgraph	n_good_lambda1	51	702
rank1-offgraph	n_good_lambda1	54	351
rank1-offgraph	n_good_lambda1	55	5109
rank1-offgraph	n_good_lambda1	56	2028
rank1-offgraph	n_good_lambda1	57	2444
rank1-offgraph	n_good_lambda1	58	6162
rank1-offgraph	n_good_lambda1	59	9321
rank1-offgraph	n_good_lambda1	60	12753
rank1-offgraph	n_good_lambda1	61	26598
rank1-offgraph	n_good_lambda1	62	24648
rank1-offgraph	n_good_lambda1	63	47346
rank1-offgraph	n_good_lambda1	64	63882
rank1-offgraph	n_good_lambda1	65	49374
rank1-offgraph	n_good_lambda1	66	100490
rank1-offgraph	n_good_lambda1	67	98241
rank1-offgraph	n_good_lambda1	68	142467
rank1-offgraph	n_good_lambda1	69	179868
rank1-offgraph	n_good_lambda1	70	122772
rank1-offgraph	n_good_lambda1	71	205257
rank1-offgraph	n_good_lambda1	72	275561
rank1-offgraph	n_good_lambda1	73	302094
rank1-offgraph	n_good_lambda1	74	340977
rank1-offgraph	n_good_lambda1	75	371761
rank1-offgraph	n_good_lambda1	76	453726
rank1-offgraph	n_good_lambda1	77	452712
rank1-offgraph	n_good_lambda1	78	518012
rank1-offgraph	n_good_lambda1	79	585780
rank1-offgraph	n_good_lambda1	80	587847
rank1-offgraph	n_good_lambda1	81	578461
rank1-offgraph	n_good_lambda1	82	646659
rank1-offgraph	n_good_lambda1	83	556452
rank1-offgraph	n_good_lambda1	84	671502
rank1-offgraph	n_good_lambda1	85	668304
rank1-offgraph	n_good_lambda1	86	681213
rank1-offgraph	n_good_lambda1	87	596063
rank1-offgraph	n_good_lambda1	88	568152
rank1-offgraph	n_good_lambda1	89	600015
rank1-offgraph	n_good_lambda1	90	547391
rank1-offgraph	n_good_lambda1	91	510705
rank1-offgraph	n_good_lambda1	92	496275
rank1-offgraph	n_good_lambda1	93	395369
rank1-offgraph	n_good_lambda1	94	418470
rank1-offgraph	n_good_lambda1	95	306774
rank1-offgraph	n_good_lambda1	96	272571
rank1-offgraph	n_good_lambda1	97	272532
rank1-offgraph	n_good_lambda1	98	204009
rank1-offgraph	n_good_lambda1	99	188838
rank1-offgraph	n_good_lambda1	100	123942
rank1-offgraph	n_good_lambda1	101	136188
rank1-offgraph	n_good_lambda1	102	66638
rank1-offgraph	n_good_lambda1	103	103740
rank1-offgraph	n_good_lambda1	104	73086
rank1-offgraph	n_good_lambda1	105	50050
rank1-offgraph	n_good_lambda1	106	30420
rank1-offgraph	n_good_lambda1	107	34632
rank1-offgraph	n_good_lambda1	108	13897
rank1-offgraph	n_good_lambda1	109	10296
rank1-offgraph	n_good_lambda1	110	12168
rank1-offgraph	n_good_lambda1	111	6240
rank1-offgraph	n_good_lambda1	112	12324
rank1-offgraph	n_good_lambda1	114	9139
rank1-offgraph	n_good_lambda1	116	2028
rank1-offgraph	n_good_lambda1	118	2028
rank1-offgraph	n_good_lambda1	120	2704
rank1-offgraph	n_good_lambda1	121	2730
rank1-offgraph	n_good_lambda1	276	2808
rank1-offgraph	n_good_lambda1	300	1053
rank1-offgraph	n_good_lambda1	325	9153
rank1-offgraph	n_good_lambda1	351	6669
rank1-offgraph	n_good_conjugate	78	26
rank1-offgraph	n_good_conjugate	172	1053
rank1-offgraph	n_good_conjugate	180	702
rank1-offgraph	n_good_conjugate	182	2106
rank1-offgraph	n_good_conjugate	184	1053
rank1-offgraph	n_good_conjugate	185	2106
rank1-offgraph	n_good_conjugate	186	4563
rank1-offgraph	n_good_conjugate	187	2106
rank1-offgraph	n_good_conjugate	188	2106
rank1-offgraph	n_good_conjugate	189	1053
rank1-offgraph	n_good_conjugate	191	7215
rank1-offgraph	n_good_conjugate	192	6760
rank1-offgraph	n_good_conjugate	194	2106
rank1-offgraph	n_good_conjugate	195	4914
rank1-offgraph	n_good_conjugate	196	4134
rank1-offgraph	n_good_conjugate	197	2028
rank1-offgraph	n_good_conjugate	198	6838
rank1-offgraph	n_good_conjugate	199	5187
rank1-offgraph	n_good_conjugate	200	11583
rank1-offgraph	n_good_conjugate	201	11427
rank1-offgraph	n_good_conjugate	202	8346
rank1-offgraph	n_good_conjugate	203	8346
rank1-offgraph	n_good_conjugate	204	20982
rank1-offgraph	n_good_conjugate	205	16536
rank1-offgraph	n_good_conjugate	206	33150
rank1-offgraph	n_good_conjugate	207	21268
rank1-offgraph	n_good_conjugate	208	20748
rank1-offgraph	n_good_conjugate	209	20904
rank1-offgraph	n_good_conjugate	210	31148
rank1-offgraph	n_good_conjugate	211	39312
rank1-offgraph	n_good_conjugate	212	41418
rank1-offgraph	n_good_conjugate	213	44928
rank1-offgraph	n_good_conjugate	214	53586
rank1-offgraph	n_good_conjugate	215	33072
rank1-offgraph	n_good_conjugate	216	72306
rank1-offgraph	n_good_conjugate	217	56433
rank1-offgraph	n_good_conjugate	218	56277
rank1-offgraph	n_good_conjugate	219	56628
rank1-offgraph	n_good_conjugate	220	75660
rank1-offgraph	n_good_conjugate	221	98436
rank1-offgraph	n_good_conjugate	222	78468
rank1-offgraph	n_good_conjugate	223	108342
rank1-offgraph	n_good_conjugate	224	79560
rank1-offgraph	n_good_conjugate	225	111150
rank1-offgraph	n_good_conjugate	226	117507
rank1-offgraph	n_good_conjugate	227	130416
rank1-offgraph	n_good_conjugate	228	126529
rank1-offgraph	n_good_conjugate	229	152880
rank1-offgraph	n_good_conjugate	230	130260
rank1-offgraph	n_good_conjugate	231	177892
rank1-offgraph	n_good_conjugate	232	162864
rank1-offgraph	n_good_conjugate	233	187278
rank1-offgraph	n_good_conjugate	234	143963
rank1-offgraph	n_good_conjugate	235	158652
rank1-offgraph	n_good_conjugate	236	224172
rank1-offgraph	n_good_conjugate	237	207649
rank1-offgraph	n_good_conjugate	238	237666
rank1-offgraph	n_good_conjugate	239	241644
rank1-offgraph	n_good_conjugate	240	241345
rank1-offgraph	n_good_conjugate	241	219414
rank1-offgraph	n_good_conjugate	242	219258
rank1-offgraph	n_good_conjugate	243	273715
rank1-offgraph	n_good_conjugate	244	287079
