stratum	z2,z3,z4,z5,z6,z7,z8	n_nonsingular	n_zero_disc	n_split_distinct	n_good	n_good_lambda1	n_good_conjugate	n_onepoint	exh_split9	exh_deg8
rank1-offgraph	0,0,0,11,1,14,16	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,11,1,15,4	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,11,1,15,8	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,11,1,15,9	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,11,1,15,12	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,11,1,16,10	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,11,1,16,15	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,11,1,16,23	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,11,1,16,26	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,11,1,17,0	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,11,1,17,6	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,11,1,17,19	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,11,1,17,23	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,11,1,18,0	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,11,1,18,8	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,11,1,18,13	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,11,1,18,16	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,11,1,19,2	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,11,1,19,7	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,11,1,19,12	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,11,1,19,15	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,11,1,20,0	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,11,1,20,8	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,11,1,20,13	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,11,1,20,16	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,11,1,21,0	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,11,1,21,4	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,11,1,21,11	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,11,1,21,17	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,11,1,22,0	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,11,1,22,8	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,11,1,22,13	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,11,1,22,16	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,11,1,23,3	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,11,1,23,7	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,11,1,23,11	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,11,1,23,14	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,11,1,24,0	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,11,1,24,3	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,11,1,24,22	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,11,1,24,26	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,11,1,25,5	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,11,1,25,8	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,11,1,25,19	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,11,1,25,24	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,11,1,26,0	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,11,1,26,6	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,11,1,26,19	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,11,1,26,23	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,12,1,0,14	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,12,1,0,17	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,12,1,0,21	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,12,1,0,26	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,12,1,1,0	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,12,1,1,3	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,12,1,1,10	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,12,1,1,12	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,12,1,2,0	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,12,1,2,7	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,12,1,2,18	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,12,1,2,24	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,12,1,3,1	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,12,1,3,7	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,12,1,3,10	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,12,1,3,17	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,12,1,4,0	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,12,1,4,5	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,12,1,4,20	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,12,1,4,23	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,12,1,5,14	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,12,1,5,17	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,12,1,5,21	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,12,1,5,26	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,12,1,6,9	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,12,1,6,12	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,12,1,6,19	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,12,1,6,21	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,12,1,7,1	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,12,1,7,4	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,12,1,7,11	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,12,1,7,13	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,12,1,8,2	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,12,1,8,4	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,12,1,8,19	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,12,1,8,22	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,12,1,9,11	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,12,1,9,14	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,12,1,9,18	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,12,1,9,23	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,12,1,10,0	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,12,1,10,7	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,12,1,10,18	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,12,1,10,24	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,12,1,11,3	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,12,1,11,6	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,12,1,11,13	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,12,1,11,15	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,12,1,12,0	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,12,1,12,3	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,12,1,12,10	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,12,1,12,12	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,12,1,13,13	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,12,1,13,16	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,12,1,13,23	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,12,1,13,25	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,12,1,14,1	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,12,1,14,8	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,12,1,14,19	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,12,1,14,25	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,12,1,15,10	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,12,1,15,13	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,12,1,15,20	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,12,1,15,22	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,12,1,16,0	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,12,1,16,5	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,12,1,16,20	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,12,1,16,23	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,12,1,17,2	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,12,1,17,5	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,12,1,17,9	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,12,1,17,14	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,12,1,18,5	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,12,1,18,8	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,12,1,18,12	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,12,1,18,17	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,12,1,19,0	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,12,1,19,3	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,12,1,19,10	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,12,1,19,12	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,12,1,20,0	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,12,1,20,6	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,12,1,20,9	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,12,1,20,16	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,12,1,21,0	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,12,1,21,5	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,12,1,21,20	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,12,1,21,23	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,12,1,22,4	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,12,1,22,6	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,12,1,22,21	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,12,1,22,24	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,12,1,23,0	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,12,1,23,7	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,12,1,23,18	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,12,1,23,24	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,12,1,24,2	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,12,1,24,8	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,12,1,24,11	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,12,1,24,15	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,12,1,25,0	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,12,1,25,6	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,12,1,25,9	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,12,1,25,16	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,12,1,26,0	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,12,1,26,6	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,12,1,26,9	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,12,1,26,16	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,13,1,0,7	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,13,1,0,8	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,13,1,0,10	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,13,1,0,26	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,13,1,1,7	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,13,1,1,14	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,13,1,1,22	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,13,1,1,23	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,13,1,2,1	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,13,1,2,9	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,13,1,2,10	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,13,1,2,21	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,13,1,3,2	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,13,1,3,15	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,13,1,3,24	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,13,1,3,26	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,13,1,4,0	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,13,1,4,9	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,13,1,4,11	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,13,1,4,23	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,13,1,5,4	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,13,1,5,5	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,13,1,5,16	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,13,1,5,23	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,13,1,6,6	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,13,1,6,7	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,13,1,6,9	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,13,1,6,25	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,13,1,7,0	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,13,1,7,16	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,13,1,7,24	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,13,1,7,25	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,13,1,8,6	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,13,1,8,15	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,13,1,8,17	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,13,1,8,20	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,13,1,9,0	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,13,1,9,16	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,13,1,9,24	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,13,1,9,25	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,13,1,10,3	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,13,1,10,4	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,13,1,10,15	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,13,1,10,22	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,13,1,11,0	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,13,1,11,9	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,13,1,11,11	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,13,1,11,23	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,13,1,12,4	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,13,1,12,12	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,13,1,12,13	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,13,1,12,24	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,13,1,13,0	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,13,1,13,16	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,13,1,13,24	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,13,1,13,25	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,13,1,14,0	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,13,1,14,2	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,13,1,14,14	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,13,1,14,18	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,13,1,15,3	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,13,1,15,10	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,13,1,15,18	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,13,1,15,19	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,13,1,16,0	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,13,1,16,1	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,13,1,16,12	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,13,1,16,19	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,13,1,17,0	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,13,1,17,9	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,13,1,17,11	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,13,1,17,23	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,13,1,18,3	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,13,1,18,5	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,13,1,18,17	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,13,1,18,21	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,13,1,19,0	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,13,1,19,2	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,13,1,19,14	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,13,1,19,18	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,13,1,20,7	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,13,1,20,8	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,13,1,20,10	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,13,1,20,26	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,13,1,21,1	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,13,1,21,17	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,13,1,21,25	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,13,1,21,26	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,13,1,22,4	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,13,1,22,11	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,13,1,22,19	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,13,1,22,20	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,13,1,23,6	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,13,1,23,13	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,13,1,23,21	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,13,1,23,22	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,13,1,24,0	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,13,1,24,1	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,13,1,24,12	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,13,1,24,19	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,13,1,25,0	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,13,1,25,1	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,13,1,25,12	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,13,1,25,19	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,13,1,26,0	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,13,1,26,2	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,13,1,26,14	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,13,1,26,18	1104	0	1104	1104	276	828	0	8501	2181
rank1-graph	0,0,0,14,0,1,0	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,14,0,1,4	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,14,0,1,8	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,14,0,1,11	1104	0	1104	1104	276	828	0	10575	2771
rank1-graph	0,0,0,14,0,1,12	1104	0	1104	1104	276	828	0	10575	2810
rank1-graph	0,0,0,14,0,1,16	1104	0	1104	1104	276	828	0	10575	2810
rank1-graph	0,0,0,14,0,1,19	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,14,0,1,23	1104	0	1104	1104	276	828	0	10575	2753
rank1-graph	0,0,0,14,0,1,24	1104	0	1104	1104	276	828	0	10575	2753
rank1-offgraph	0,0,0,14,1,0,6	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,14,1,0,19	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,14,1,0,24	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,14,1,0,26	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,14,1,1,13	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,14,1,1,14	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,14,1,1,15	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,14,1,1,23	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,14,1,2,0	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,14,1,2,2	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,14,1,2,4	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,14,1,2,9	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,14,1,3,12	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,14,1,3,14	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,14,1,3,16	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,14,1,3,21	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,14,1,4,0	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,14,1,4,7	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,14,1,4,8	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,14,1,4,17	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,14,1,5,0	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,14,1,5,18	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,14,1,5,20	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,14,1,5,22	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,14,1,6,0	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,14,1,6,18	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,14,1,6,20	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,14,1,6,22	1104	0	1104	1104	276	828	0	8643	2258
