stratum	z2,z3,z4,z5,z6,z7,z8	n_nonsingular	n_zero_disc	n_split_distinct	n_good	n_good_lambda1	n_good_conjugate	n_onepoint	exh_split9	exh_deg8
rank1-offgraph	0,0,0,3,1,0,8	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,3,1,0,17	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,3,1,0,24	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,3,1,1,3	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,3,1,1,6	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,3,1,1,12	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,3,1,1,22	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,3,1,2,0	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,3,1,2,3	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,3,1,2,9	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,3,1,2,19	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,3,1,3,5	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,3,1,3,8	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,3,1,3,14	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,3,1,3,21	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,3,1,4,0	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,3,1,4,6	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,3,1,4,15	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,3,1,4,25	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,3,1,5,0	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,3,1,5,3	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,3,1,5,9	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,3,1,5,19	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,3,1,6,2	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,3,1,6,9	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,3,1,6,20	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,3,1,6,23	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,3,1,7,0	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,3,1,7,10	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,3,1,7,18	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,3,1,7,21	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,3,1,8,0	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,3,1,8,10	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,3,1,8,18	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,3,1,8,21	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,3,1,9,4	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,3,1,9,14	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,3,1,9,22	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,3,1,9,25	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,3,1,10,0	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,3,1,10,11	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,3,1,10,14	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,3,1,10,20	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,3,1,11,2	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,3,1,11,8	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,3,1,11,17	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,3,1,11,24	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,3,1,12,6	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,3,1,12,16	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,3,1,12,18	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,3,1,12,24	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,3,1,13,2	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,3,1,13,10	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,3,1,13,13	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,3,1,13,19	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,3,1,14,4	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,3,1,14,7	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,3,1,14,13	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,3,1,14,23	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,3,1,15,0	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,3,1,15,11	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,3,1,15,14	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,3,1,15,20	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,3,1,16,0	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,3,1,16,3	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,3,1,16,9	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,3,1,16,19	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,3,1,17,0	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,3,1,17,10	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,3,1,17,18	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,3,1,17,21	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,3,1,18,0	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,3,1,18,6	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,3,1,18,15	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,3,1,18,25	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,3,1,19,5	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,3,1,19,13	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,3,1,19,16	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,3,1,19,22	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,3,1,20,1	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,3,1,20,11	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,3,1,20,19	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,3,1,20,22	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,3,1,21,1	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,3,1,21,7	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,3,1,21,16	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,3,1,21,26	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,3,1,22,0	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,3,1,22,11	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,3,1,22,14	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,3,1,22,20	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,3,1,23,5	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,3,1,23,12	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,3,1,23,23	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,3,1,23,26	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,3,1,24,8	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,3,1,24,15	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,3,1,24,20	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,3,1,24,26	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,3,1,25,0	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,3,1,25,6	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,3,1,25,15	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,3,1,25,25	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,3,1,26,7	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,3,1,26,9	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,3,1,26,15	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,3,1,26,24	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,4,1,0,2	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,4,1,0,7	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,4,1,0,14	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,4,1,0,19	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,4,1,1,4	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,4,1,1,8	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,4,1,1,11	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,4,1,1,25	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,4,1,2,0	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,4,1,2,4	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,4,1,2,16	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,4,1,2,21	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,4,1,3,0	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,4,1,3,4	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,4,1,3,16	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,4,1,3,21	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,4,1,4,3	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,4,1,4,7	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,4,1,4,10	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,4,1,4,24	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,4,1,5,0	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,4,1,5,8	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,4,1,5,12	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,4,1,5,20	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,4,1,6,0	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,4,1,6,17	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,4,1,6,23	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,4,1,6,24	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,4,1,7,0	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,4,1,7,17	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,4,1,7,23	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,4,1,7,24	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,4,1,8,2	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,4,1,8,16	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,4,1,8,22	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,4,1,8,26	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,4,1,9,2	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,4,1,9,9	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,4,1,9,17	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,4,1,9,21	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,4,1,10,5	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,4,1,10,6	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,4,1,10,9	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,4,1,10,26	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,4,1,11,8	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,4,1,11,13	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,4,1,11,19	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,4,1,11,23	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,4,1,12,0	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,4,1,12,10	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,4,1,12,15	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,4,1,12,22	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,4,1,13,0	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,4,1,13,4	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,4,1,13,16	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,4,1,13,21	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,4,1,14,0	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,4,1,14,17	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,4,1,14,23	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,4,1,14,24	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,4,1,15,2	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,4,1,15,7	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,4,1,15,14	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,4,1,15,19	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,4,1,16,5	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,4,1,16,10	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,4,1,16,20	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,4,1,16,25	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,4,1,17,0	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,4,1,17,10	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,4,1,17,15	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,4,1,17,22	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,4,1,18,6	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,4,1,18,12	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,4,1,18,16	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,4,1,18,19	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,4,1,19,7	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,4,1,19,12	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,4,1,19,18	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,4,1,19,22	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,4,1,20,0	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,4,1,20,8	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,4,1,20,12	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,4,1,20,20	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,4,1,21,3	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,4,1,21,9	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,4,1,21,13	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,4,1,21,25	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,4,1,22,1	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,4,1,22,15	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,4,1,22,21	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,4,1,22,25	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,4,1,23,0	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,4,1,23,8	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,4,1,23,12	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,4,1,23,20	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,4,1,24,1	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,4,1,24,6	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,4,1,24,13	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,4,1,24,18	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,4,1,25,0	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,4,1,25,10	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,4,1,25,15	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,4,1,25,22	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,4,1,26,3	1104	0	1104	1104	276	828	0	8643	2299
rank1-offgraph	0,0,0,4,1,26,11	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,4,1,26,18	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,4,1,26,26	1104	0	1104	1104	276	828	0	8501	2181
rank1-offgraph	0,0,0,5,1,0,2	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,5,1,0,6	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,5,1,0,10	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,5,1,0,21	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,5,1,1,5	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,5,1,1,7	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,5,1,1,15	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,5,1,1,20	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,5,1,2,0	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,5,1,2,5	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,5,1,2,13	1104	0	1104	1104	276	828	0	8643	2260
rank1-offgraph	0,0,0,5,1,2,24	1104	0	1104	1104	276	828	0	8501	2219
rank1-offgraph	0,0,0,5,1,3,0	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,5,1,3,7	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,5,1,3,11	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,5,1,3,22	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,5,1,4,0	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,5,1,4,5	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,5,1,4,13	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,5,1,4,24	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,5,1,5,4	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,5,1,5,6	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,5,1,5,17	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,5,1,5,19	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,5,1,6,0	1104	0	1104	1104	276	828	0	8643	2214
rank1-offgraph	0,0,0,5,1,6,14	1104	0	1104	1104	276	828	0	8501	2195
rank1-offgraph	0,0,0,5,1,6,19	1104	0	1104	1104	276	828	0	8501	2002
rank1-offgraph	0,0,0,5,1,6,26	1104	0	1104	1104	276	828	0	8501	2204
rank1-offgraph	0,0,0,5,1,7,2	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,5,1,7,13	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,5,1,7,18	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,5,1,7,25	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,5,1,8,0	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,5,1,8,14	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,5,1,8,19	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,5,1,8,26	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,5,1,9,0	1104	0	1104	1104	276	828	0	8501	2200
rank1-offgraph	0,0,0,5,1,9,5	1104	0	1104	1104	276	828	0	8501	2196
rank1-offgraph	0,0,0,5,1,9,13	1104	0	1104	1104	276	828	0	8643	2106
rank1-offgraph	0,0,0,5,1,9,24	1104	0	1104	1104	276	828	0	8501	2190
rank1-offgraph	0,0,0,5,1,10,0	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,5,1,10,14	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,5,1,10,19	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,5,1,10,26	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,5,1,11,0	1104	0	1104	1104	276	828	0	8501	2223
rank1-offgraph	0,0,0,5,1,11,12	1104	0	1104	1104	276	828	0	8501	2108
rank1-offgraph	0,0,0,5,1,11,17	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,5,1,11,25	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,5,1,12,2	1104	0	1104	1104	276	828	0	8501	2214
rank1-offgraph	0,0,0,5,1,12,6	1104	0	1104	1104	276	828	0	8501	2201
rank1-offgraph	0,0,0,5,1,12,10	1104	0	1104	1104	276	828	0	8643	2253
rank1-offgraph	0,0,0,5,1,12,21	1104	0	1104	1104	276	828	0	8501	2211
rank1-offgraph	0,0,0,5,1,13,3	1104	0	1104	1104	276	828	0	8643	2251
rank1-offgraph	0,0,0,5,1,13,17	1104	0	1104	1104	276	828	0	8501	2128
rank1-offgraph	0,0,0,5,1,13,20	1104	0	1104	1104	276	828	0	8501	1980
rank1-offgraph	0,0,0,5,1,13,22	1104	0	1104	1104	276	828	0	8501	2182
rank1-offgraph	0,0,0,5,1,14,0	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,5,1,14,12	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,5,1,14,17	1104	0	1104	1104	276	828	0	8501	2194
rank1-offgraph	0,0,0,5,1,14,25	1104	0	1104	1104	276	828	0	8643	2290
rank1-offgraph	0,0,0,5,1,15,7	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,5,1,15,9	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,5,1,15,21	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,5,1,15,26	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,5,1,16,2	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,5,1,16,14	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,5,1,16,16	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,5,1,16,24	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,5,1,17,3	1104	0	1104	1104	276	828	0	8501	2226
rank1-offgraph	0,0,0,5,1,17,8	1104	0	1104	1104	276	828	0	8501	2020
rank1-offgraph	0,0,0,5,1,17,16	1104	0	1104	1104	276	828	0	8643	2270
rank1-offgraph	0,0,0,5,1,17,18	1104	0	1104	1104	276	828	0	8501	2199
rank1-offgraph	0,0,0,5,1,18,4	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,5,1,18,15	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,5,1,18,18	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,5,1,18,23	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,5,1,19,1	1104	0	1104	1104	276	828	0	8501	2215
rank1-offgraph	0,0,0,5,1,19,8	1104	0	1104	1104	276	828	0	8501	2210
rank1-offgraph	0,0,0,5,1,19,9	1104	0	1104	1104	276	828	0	8643	2258
rank1-offgraph	0,0,0,5,1,19,23	1104	0	1104	1104	276	828	0	8501	2057
rank1-offgraph	0,0,0,5,1,20,0	1104	0	1104	1104	276	828	0	8501	2224
rank1-offgraph	0,0,0,5,1,20,12	1104	0	1104	1104	276	828	0	8501	2218
rank1-offgraph	0,0,0,5,1,20,17	1104	0	1104	1104	276	828	0	8501	2163
rank1-offgraph	0,0,0,5,1,20,25	1104	0	1104	1104	276	828	0	8643	2288
rank1-offgraph	0,0,0,5,1,21,6	1104	0	1104	1104	276	828	0	8643	2084
rank1-offgraph	0,0,0,5,1,21,11	1104	0	1104	1104	276	828	0	8501	2217
rank1-offgraph	0,0,0,5,1,21,23	1104	0	1104	1104	276	828	0	8501	2223
