round	case	total_ns	compile_stream_ns	verify_ns	peak_kib	audit_bytes	frozen_bytes	detail
1	full	507858190	364762300	143095890	22628	46401954	501173	layered-audit	64	256	918552	46401954	51560443	313201857	143095890	501173
1	frontier	290704852	72794876	217909976	6184	38984421	501173	layered-chain-audit	64	256	918552	38984421	72794876	217909976	501173
2	frontier	289951781	73397519	216554262	6164	38984421	501173	layered-chain-audit	64	256	918552	38984421	73397519	216554262	501173
2	full	500430632	358915795	141514837	22724	46401954	501173	layered-audit	64	256	918552	46401954	51275052	307640743	141514837	501173
3	full	504775190	363066983	141708207	22752	46401954	501173	layered-audit	64	256	918552	46401954	51146632	311920351	141708207	501173
3	frontier	288981504	72643094	216338410	6232	38984421	501173	layered-chain-audit	64	256	918552	38984421	72643094	216338410	501173
4	frontier	291442396	72339780	219102616	6316	38984421	501173	layered-chain-audit	64	256	918552	38984421	72339780	219102616	501173
4	full	507396410	365911359	141485051	22748	46401954	501173	layered-audit	64	256	918552	46401954	51269962	314641397	141485051	501173
5	full	510582543	369051065	141531478	22736	46401954	501173	layered-audit	64	256	918552	46401954	51415293	317635772	141531478	501173
5	frontier	289580780	72989499	216591281	6376	38984421	501173	layered-chain-audit	64	256	918552	38984421	72989499	216591281	501173
6	frontier	288672488	73382550	215289938	6372	38984421	501173	layered-chain-audit	64	256	918552	38984421	73382550	215289938	501173
6	full	521227821	361567863	159659958	22680	46401954	501173	layered-audit	64	256	918552	46401954	51297694	310270169	159659958	501173
7	full	511139920	366348994	144790926	22940	46401954	501173	layered-audit	64	256	918552	46401954	51451280	314897714	144790926	501173
7	frontier	290064580	73207875	216856705	6320	38984421	501173	layered-chain-audit	64	256	918552	38984421	73207875	216856705	501173
8	frontier	288342263	72522980	215819283	6296	38984421	501173	layered-chain-audit	64	256	918552	38984421	72522980	215819283	501173
8	full	503661206	360810022	142851184	22684	46401954	501173	layered-audit	64	256	918552	46401954	50894534	309915488	142851184	501173
9	full	503889672	363274000	140615672	22672	46401954	501173	layered-audit	64	256	918552	46401954	51021330	312252670	140615672	501173
9	frontier	288169261	72946258	215223003	6452	38984421	501173	layered-chain-audit	64	256	918552	38984421	72946258	215223003	501173
