transcript	18492
transcript	18352
transcript	18584
transcript	18748
transcript	18636
transcript	18540
transcript	18556
adaptive	19344
adaptive	19308
adaptive	19360
adaptive	19320
adaptive	19320
adaptive	19304
adaptive	19216
adaptive-deferred	15012
adaptive-deferred	14964
adaptive-deferred	14936
adaptive-deferred	14856
adaptive-deferred	14860
adaptive-deferred	14956
adaptive-deferred	15000
