mode	round	order	backend	threads	task_clock_ms	cycles	instructions	branches	branch_misses	output_sha256
twelve	3	1	parent	12	5603.43	19360116883	45233398678	8593039085	42769077	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	3	2	candidate	12	5148.58	17713449488	45861765069	8734859461	44529289	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	4	1	candidate	12	5225.94	18170178456	45448939702	8656184118	44502163	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	4	2	parent	12	5149.60	17958825366	44603549157	8473299056	42303758	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	5	1	parent	12	5594.95	19452318454	45023751410	8553286199	42927065	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	5	2	candidate	12	5321.99	18418831348	46069713005	8774506197	44995702	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	6	1	candidate	12	5083.28	17698499184	44210004472	8419961170	43109468	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	6	2	parent	12	5643.68	19775752211	44813397108	8513195062	42538932	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	7	1	parent	12	5267.36	18340026605	45017230934	8551927339	42614020	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
twelve	7	2	candidate	12	5008.82	17288757228	46466849729	8850185490	45335377	b567f15d21197c9008d73182063c5130c0cd3af78f6accfda6d68bc430b4fe21
