metric	baseline_median	candidate_median	baseline_over_candidate_geomean	paired_log_t	rounds
candidates	109046916	109046916	1	inf	7
duration_ns	4482477409	4411152927	1.01222992201	1.84667708637	7
task_clock_ms	41525.9	40737.43	1.00668401019	1.91854701626	7
cycles	151508075032	148190397695	1.01655128641	5.14145049154	7
instructions	267039344517	267038700719	1.00000079832	0.198961603695	7
branches	36384938115	36384767273	1.00000360055	0.556450329577	7
branch_misses	2090951545	2058047331	1.01374152211	7.76512618337	7
cache_misses	19277213	19488523	0.993486499048	-0.376596520712	7
